rm_item_desc;date;amount_rs_crore;prompts_time_1;sequence
RM1.1) Currency in circulation -Total ;5/11/2007;528690.07;5/11/2007;1150
RM1.3) Bankers' deposits with RBI ;5/11/2007;182375.69;5/11/2007;1153
RM1.2) `Other' deposits with RBI ;5/11/2007;7331.123;5/11/2007;1152
RM2.1.1) RBI's Claims on - Government (net);5/11/2007;6348.21;5/11/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;5/11/2007;4230.09;5/11/2007;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;5/11/2007;2980.92;5/11/2007;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);5/11/2007;1595;5/11/2007;1159
RM2.2) Net foreign exchange assets of RBI ;5/11/2007;841289.323;5/11/2007;1163
RM2.3) Govt't currency liabilities to the public ;5/11/2007;8226.57;5/11/2007;1164
RM2.4) Net non-monetary liabilities of RBI ;5/11/2007;140448.11;5/11/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/11/2007;1385.92;5/11/2007;1162
RM1) Reserve Money (Liabilities/Components) ;5/11/2007;718396.883;5/11/2007;1154
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);4/30/2010;0;4/30/2010;1159
RM2.2) Net foreign exchange assets of RBI ;4/30/2010;1215677.521;4/30/2010;1163
RM2.3) Govt't currency liabilities to the public ;4/30/2010;11400.51;4/30/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;4/30/2010;291905.55;4/30/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/30/2010;1328.01;4/30/2010;1162
RM1) Reserve Money (Liabilities/Components) ;4/30/2010;1165949.621;4/30/2010;1154
RM1.1) Currency in circulation -Total ;11/2/2007;532329.39;11/2/2007;1150
RM1.3) Bankers' deposits with RBI ;11/2/2007;240482.32;11/2/2007;1153
RM1.1) Currency in circulation -Total ;12/18/2009;767367.64;12/18/2009;1150
RM1.3) Bankers' deposits with RBI ;12/18/2009;244746.42;12/18/2009;1153
RM1.2) `Other' deposits with RBI ;12/18/2009;4955.8709;12/18/2009;1152
RM2.1.1) RBI's Claims on - Government (net);12/18/2009;86909.85;12/18/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;12/18/2009;86893.03;12/18/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;12/18/2009;4881.26;12/18/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);12/18/2009;163;12/18/2009;1159
RM2.2) Net foreign exchange assets of RBI ;12/18/2009;1298372.611;12/18/2009;1163
RM2.3) Govt't currency liabilities to the public ;12/18/2009;10918.8;12/18/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;12/18/2009;384012.6;12/18/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;12/18/2009;4718.26;12/18/2009;1162
RM1) Reserve Money (Liabilities/Components) ;12/18/2009;1017069.931;12/18/2009;1154
RM1.1) Currency in circulation -Total ;7/2/2010;854172.7;7/2/2010;1150
RM1.3) Bankers' deposits with RBI ;7/2/2010;310675.18;7/2/2010;1153
RM1.2) `Other' deposits with RBI ;7/2/2010;3671.3841;7/2/2010;1152
RM2.1.1) RBI's Claims on - Government (net);7/2/2010;223243.85;7/2/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;7/2/2010;223285.19;7/2/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;7/2/2010;3773;7/2/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);7/2/2010;2197.77;7/2/2010;1159
RM2.2) Net foreign exchange assets of RBI ;7/2/2010;1270792.644;7/2/2010;1163
RM2.3) Govt't currency liabilities to the public ;7/2/2010;11624.66;7/2/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;7/2/2010;340914.88;7/2/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/2/2010;1575.23;7/2/2010;1162
RM1) Reserve Money (Liabilities/Components) ;7/2/2010;1168519.264;7/2/2010;1154
RM1.1) Currency in circulation -Total ;6/17/2011;1000881.2;6/17/2011;1150
RM1.3) Bankers' deposits with RBI ;6/17/2011;354396.48;6/17/2011;1153
RM1.2) `Other' deposits with RBI ;6/17/2011;1933.5699;6/17/2011;1152
RM2.1.1) RBI's Claims on - Government (net);6/17/2011;376109.2502;6/17/2011;1156
RM2.1.1.1) RBI's Claims on - Central Govt;6/17/2011;375615.0802;6/17/2011;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;6/17/2011;4191.77;6/17/2011;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);6/17/2011;2093.85;6/17/2011;1159
RM2.2) Net foreign exchange assets of RBI ;6/17/2011;1362748.01;6/17/2011;1163
RM2.3) Govt't currency liabilities to the public ;6/17/2011;12246.0404;6/17/2011;1164
RM2.4) Net non-monetary liabilities of RBI ;6/17/2011;398083.82;6/17/2011;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/17/2011;2097.92;6/17/2011;1162
RM1) Reserve Money (Liabilities/Components) ;6/17/2011;1357211.25;6/17/2011;1154
RM1.1) Currency in circulation -Total ;7/9/2010;861653.82;7/9/2010;1150
RM1.3) Bankers' deposits with RBI ;7/9/2010;312422.73;7/9/2010;1153
RM1.2) `Other' deposits with RBI ;7/9/2010;3580.4441;7/9/2010;1152
RM2.1.1) RBI's Claims on - Government (net);7/9/2010;232452.17;7/9/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;7/9/2010;232493.51;7/9/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;7/9/2010;4280;7/9/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);7/9/2010;2704.77;7/9/2010;1159
RM2.2) Net foreign exchange assets of RBI ;7/9/2010;1277884.844;7/9/2010;1163
RM2.3) Govt't currency liabilities to the public ;7/9/2010;11624.66;7/9/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;7/9/2010;348584.67;7/9/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/9/2010;1575.23;7/9/2010;1162
RM1) Reserve Money (Liabilities/Components) ;7/9/2010;1177656.994;7/9/2010;1154
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);6/5/2009;1719.24;6/5/2009;1159
RM2.2) Net foreign exchange assets of RBI ;6/5/2009;1225299.89;6/5/2009;1163
RM2.3) Govt't currency liabilities to the public ;6/5/2009;10211.6;6/5/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;6/5/2009;351034.67;6/5/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/5/2009;12640.55;6/5/2009;1162
RM1) Reserve Money (Liabilities/Components) ;6/5/2009;958970.1702;6/5/2009;1154
RM1.1) Currency in circulation -Total ;11/4/2011;1011731.537;11/4/2011;1150
RM1.3) Bankers' deposits with RBI ;11/4/2011;361695.24;11/4/2011;1153
RM1.2) `Other' deposits with RBI ;11/4/2011;1290.1022;11/4/2011;1152
RM2.1.1) RBI's Claims on - Government (net);11/4/2011;380178.4251;11/4/2011;1156
RM2.1.1.1) RBI's Claims on - Central Govt;11/4/2011;380167.0951;11/4/2011;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/4/2011;2196.36;11/4/2011;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/4/2011;873.62;11/4/2011;1159
RM2.2) Net foreign exchange assets of RBI ;11/4/2011;1510365.832;11/4/2011;1163
RM2.3) Govt't currency liabilities to the public ;11/4/2011;12783.6273;11/4/2011;1164
RM2.4) Net non-monetary liabilities of RBI ;11/4/2011;530807.38;11/4/2011;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/4/2011;1322.74;11/4/2011;1162
RM1.1) Currency in circulation -Total ;9/10/2010;868794.08;9/10/2010;1150
RM1.3) Bankers' deposits with RBI ;9/10/2010;336350.6;9/10/2010;1153
RM1.2) `Other' deposits with RBI ;9/10/2010;3849.7241;9/10/2010;1152
RM2.1.1) RBI's Claims on - Government (net);9/10/2010;242092.51;9/10/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;9/10/2010;242212.61;9/10/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/10/2010;2202.38;9/10/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/10/2010;877;9/10/2010;1159
RM2.2) Net foreign exchange assets of RBI ;9/10/2010;1294588.794;9/10/2010;1163
RM2.3) Govt't currency liabilities to the public ;9/10/2010;11886.29;9/10/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;9/10/2010;341775.55;9/10/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/10/2010;1325.38;9/10/2010;1162
RM1) Reserve Money (Liabilities/Components) ;9/10/2010;1208994.404;9/10/2010;1154
RM2.1.1) RBI's Claims on - Government (net);8/6/2010;221836.83;8/6/2010;1156
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/6/2010;1325.38;8/6/2010;1162
RM2.2) Net foreign exchange assets of RBI ;8/6/2010;1292185.354;8/6/2010;1163
RM2.3) Govt't currency liabilities to the public ;8/6/2010;11761.26;8/6/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;8/6/2010;356584.32;8/6/2010;1165
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/6/2010;2605.36;8/6/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/6/2010;1279.98;8/6/2010;1159
RM2.1.1) RBI's Claims on - Government (net);8/13/2010;209122.72;8/13/2010;1156
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/13/2010;1325.38;8/13/2010;1162
RM2.2) Net foreign exchange assets of RBI ;8/13/2010;1285912.964;8/13/2010;1163
RM2.3) Govt't currency liabilities to the public ;8/13/2010;11761.26;8/13/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;8/13/2010;333062.59;8/13/2010;1165
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/13/2010;2457.36;8/13/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/13/2010;1131.98;8/13/2010;1159
RM1.1) Currency in circulation -Total ;10/14/2011;994444.2577;10/14/2011;1150
RM1.3) Bankers' deposits with RBI ;10/14/2011;388317.15;10/14/2011;1153
RM1.2) `Other' deposits with RBI ;10/14/2011;1213.076;10/14/2011;1152
RM2.1.1) RBI's Claims on - Government (net);10/14/2011;385246.4658;10/14/2011;1156
RM2.1.1.1) RBI's Claims on - Central Govt;10/14/2011;384836.4558;10/14/2011;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;10/14/2011;6583.35;10/14/2011;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/14/2011;4705.36;10/14/2011;1159
RM2.2) Net foreign exchange assets of RBI ;10/14/2011;1524192.286;10/14/2011;1163
RM2.3) Govt't currency liabilities to the public ;10/14/2011;12480.9277;10/14/2011;1164
RM2.4) Net non-monetary liabilities of RBI ;10/14/2011;544528.57;10/14/2011;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/14/2011;1877.99;10/14/2011;1162
RM1) Reserve Money (Liabilities/Components) ;10/14/2011;1383974.484;10/14/2011;1154
RM1.1) Currency in circulation -Total ;8/20/2010;858986.97;8/20/2010;1150
RM1.3) Bankers' deposits with RBI ;8/20/2010;329282.47;8/20/2010;1153
RM1.2) `Other' deposits with RBI ;8/20/2010;4188.4441;8/20/2010;1152
RM2.1.1) RBI's Claims on - Government (net);8/20/2010;225603.17;8/20/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/20/2010;225447.45;8/20/2010;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/20/2010;2453.12;8/20/2010;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/20/2010;1127.74;8/20/2010;1159
RM2.2) Net foreign exchange assets of RBI ;8/20/2010;1284880.884;8/20/2010;1163
RM2.3) Govt't currency liabilities to the public ;8/20/2010;11761.26;8/20/2010;1164
RM2.4) Net non-monetary liabilities of RBI ;8/20/2010;332240.56;8/20/2010;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/20/2010;1325.38;8/20/2010;1162
RM1) Reserve Money (Liabilities/Components) ;8/20/2010;1192457.884;8/20/2010;1154
RM1.1) Currency in circulation -Total ;9/11/2009;716403.98;9/11/2009;1150
RM1.3) Bankers' deposits with RBI ;9/11/2009;240450.99;9/11/2009;1153
RM1.2) `Other' deposits with RBI ;9/11/2009;14960.1316;9/11/2009;1152
RM2.1.1) RBI's Claims on - Government (net);9/11/2009;41860.63;9/11/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;9/11/2009;41259.72;9/11/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/11/2009;9726.18;9/11/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/11/2009;0;9/11/2009;1159
RM2.2) Net foreign exchange assets of RBI ;9/11/2009;1332623.382;9/11/2009;1163
RM2.3) Govt't currency liabilities to the public ;9/11/2009;10504.44;9/11/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;9/11/2009;422899.52;9/11/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/11/2009;9726.18;9/11/2009;1162
RM1) Reserve Money (Liabilities/Components) ;9/11/2009;971815.1016;9/11/2009;1154
RM1.1) Currency in circulation -Total ;11/6/2009;744388.57;11/6/2009;1150
RM1.3) Bankers' deposits with RBI ;11/6/2009;233786.15;11/6/2009;1153
RM1.2) `Other' deposits with RBI ;11/6/2009;4826.7456;11/6/2009;1152
RM2.1.1) RBI's Claims on - Government (net);11/6/2009;51208.77;11/6/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;11/6/2009;51033.88;11/6/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/6/2009;5060.61;11/6/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/6/2009;20;11/6/2009;1159
RM2.2) Net foreign exchange assets of RBI ;11/6/2009;1309814.226;11/6/2009;1163
RM2.3) Govt't currency liabilities to the public ;11/6/2009;10731.32;11/6/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;11/6/2009;393813.45;11/6/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/6/2009;5040.61;11/6/2009;1162
RM1) Reserve Money (Liabilities/Components) ;11/6/2009;983001.4656;11/6/2009;1154
RM1.1) Currency in circulation -Total ;5/13/2011;1002266.431;5/13/2011;1150
RM1.3) Bankers' deposits with RBI ;5/13/2011;380952.51;5/13/2011;1153
RM1.2) `Other' deposits with RBI ;5/13/2011;3484.4799;5/13/2011;1152
RM2.1.1) RBI's Claims on - Government (net);5/13/2011;406803.3936;5/13/2011;1156
RM2.1.1.1) RBI's Claims on - Central Govt;5/13/2011;406041.7036;5/13/2011;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;5/13/2011;4330.47;5/13/2011;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);5/13/2011;2735.1;5/13/2011;1159
RM2.2) Net foreign exchange assets of RBI ;5/13/2011;1346861.29;5/13/2011;1163
RM2.3) Govt't currency liabilities to the public ;5/13/2011;12833.84107;5/13/2011;1164
RM2.4) Net non-monetary liabilities of RBI ;5/13/2011;384125.58;5/13/2011;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/13/2011;1595.37;5/13/2011;1162
RM1) Reserve Money (Liabilities/Components) ;5/13/2011;1386703.421;5/13/2011;1154
RM1.1) Currency in circulation -Total ;2/4/2011;929880.74;2/4/2011;1150
RM1.3) Bankers' deposits with RBI ;2/4/2011;335097.64;2/4/2011;1153
RM1.2) `Other' deposits with RBI ;2/4/2011;3034.8574;2/4/2011;1152
RM2.1.1) RBI's Claims on - Government (net);2/4/2011;287815.07;2/4/2011;1156
RM2.1.1.1) RBI's Claims on - Central Govt;2/4/2011;286781.66;2/4/2011;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;2/4/2011;5612.19;2/4/2011;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);2/4/2011;4286.81;2/4/2011;1159
RM2.2) Net foreign exchange assets of RBI ;2/4/2011;1334483.757;2/4/2011;1163
RM2.3) Govt't currency liabilities to the public ;2/4/2011;12478.62;2/4/2011;1164
RM2.4) Net non-monetary liabilities of RBI ;2/4/2011;372376.41;2/4/2011;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;2/4/2011;1325.38;2/4/2011;1162
RM1) Reserve Money (Liabilities/Components) ;2/4/2011;1268013.237;2/4/2011;1154
RM1.1) Currency in circulation -Total ;2/6/2009;668436.56;2/6/2009;1150
RM1.3) Bankers' deposits with RBI ;2/6/2009;212142.07;2/6/2009;1153
RM1.1) Currency in circulation -Total ;11/26/2010;901541.6;11/26/2010;1150
RM1.3) Bankers' deposits with RBI ;11/26/2010;329974.36;11/26/2010;1153
RM1.2) `Other' deposits with RBI ;11/26/2010;5074.7941;11/26/2010;1152
RM2.1.1) RBI's Claims on - Government (net);11/26/2010;264491.29;11/26/2010;1156
RM2.1.1.1) RBI's Claims on - Central Govt;11/26/2010;263290.26;11/26/2010;1157
RM1.1) Currency in circulation -Total ;9/12/2008;617293.14;9/12/2008;1150
RM1.3) Bankers' deposits with RBI ;9/12/2008;336184.23;9/12/2008;1153
RM1.2) `Other' deposits with RBI ;9/12/2008;4922.5193;9/12/2008;1152
RM2.1.1) RBI's Claims on - Government (net);9/12/2008;-71787.82;9/12/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;9/12/2008;-72143.9;9/12/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/12/2008;4147.65;9/12/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/12/2008;2684.81;9/12/2008;1159
RM2.2) Net foreign exchange assets of RBI ;9/12/2008;1320981.239;9/12/2008;1163
RM2.3) Govt't currency liabilities to the public ;9/12/2008;9624.42;9/12/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;9/12/2008;304565.58;9/12/2008;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/12/2008;1462.84;9/12/2008;1162
RM1) Reserve Money (Liabilities/Components) ;9/12/2008;958399.8893;9/12/2008;1154
RM1.1) Currency in circulation -Total ;9/19/2008;614954.28;9/19/2008;1150
RM1.3) Bankers' deposits with RBI ;9/19/2008;360765.5;9/19/2008;1153
RM1.2) `Other' deposits with RBI ;9/19/2008;5516.4693;9/19/2008;1152
RM2.1.1) RBI's Claims on - Government (net);9/19/2008;-44244.29;9/19/2008;1156
RM2.1.1.1) RBI's Claims on - Central Govt;9/19/2008;-44202.96;9/19/2008;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/19/2008;9959.85;9/19/2008;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/19/2008;8227.16;9/19/2008;1159
RM2.2) Net foreign exchange assets of RBI ;9/19/2008;1348018.239;9/19/2008;1163
RM2.3) Govt't currency liabilities to the public ;9/19/2008;9624.42;9/19/2008;1164
RM2.4) Net non-monetary liabilities of RBI ;9/19/2008;342121.98;9/19/2008;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/19/2008;1732.69;9/19/2008;1162
RM1.1) Currency in circulation -Total ;1/2/2009;648452.82;1/2/2009;1150
RM1.3) Bankers' deposits with RBI ;1/2/2009;210473.91;1/2/2009;1153
RM1.2) `Other' deposits with RBI ;1/2/2009;5631.9585;1/2/2009;1152
RM2.1.1) RBI's Claims on - Government (net);1/2/2009;-56449.98;1/2/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;1/2/2009;-56467.52;1/2/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;1/2/2009;9709.08;1/2/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);1/2/2009;7308.43;1/2/2009;1159
RM2.2) Net foreign exchange assets of RBI ;1/2/2009;1243168.479;1/2/2009;1163
RM2.3) Govt't currency liabilities to the public ;1/2/2009;9841.49;1/2/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;1/2/2009;341710.37;1/2/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;1/2/2009;2400.65;1/2/2009;1162
RM1) Reserve Money (Liabilities/Components) ;1/2/2009;864558.6885;1/2/2009;1154
RM1.1) Currency in circulation -Total ;1/30/2009;659143.08;1/30/2009;1150
RM1.3) Bankers' deposits with RBI ;1/30/2009;208747.55;1/30/2009;1153
RM1.2) `Other' deposits with RBI ;1/30/2009;6547.1628;1/30/2009;1152
RM2.1.1) RBI's Claims on - Government (net);1/30/2009;-46952.07;1/30/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;1/30/2009;-47690;1/30/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;1/30/2009;10659.2;1/30/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);1/30/2009;6260.55;1/30/2009;1159
RM2.2) Net foreign exchange assets of RBI ;1/30/2009;1214580.433;1/30/2009;1163
RM2.3) Govt't currency liabilities to the public ;1/30/2009;9917.16;1/30/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;1/30/2009;313766.92;1/30/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;1/30/2009;4398.65;1/30/2009;1162
RM1) Reserve Money (Liabilities/Components) ;1/30/2009;874437.7928;1/30/2009;1154
RM1.1) Currency in circulation -Total ;4/10/2009;706008.63;4/10/2009;1150
RM1.3) Bankers' deposits with RBI ;4/10/2009;193451.56;4/10/2009;1153
RM1.2) `Other' deposits with RBI ;4/10/2009;10382.6839;4/10/2009;1152
RM2.1.1) RBI's Claims on - Government (net);4/10/2009;-8966.65;4/10/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;4/10/2009;-10182.77;4/10/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;4/10/2009;20348.36;4/10/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);4/10/2009;6978.47;4/10/2009;1159
RM2.2) Net foreign exchange assets of RBI ;4/10/2009;1259950.994;4/10/2009;1163
RM2.3) Govt't currency liabilities to the public ;4/10/2009;10054.39;4/10/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;4/10/2009;371544.2;4/10/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/10/2009;13369.89;4/10/2009;1162
RM1) Reserve Money (Liabilities/Components) ;4/10/2009;909842.8739;4/10/2009;1154
RM1.1) Currency in circulation -Total ;8/10/2007;512394.68;8/10/2007;1150
RM1.3) Bankers' deposits with RBI ;8/10/2007;228601.5;8/10/2007;1153
RM1.2) `Other' deposits with RBI ;8/10/2007;5030.8373;8/10/2007;1152
RM2.1.1) RBI's Claims on - Government (net);8/10/2007;-63264.99;8/10/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/10/2007;-65262.07;8/10/2007;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/10/2007;1412.28;8/10/2007;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/10/2007;29;8/10/2007;1159
RM2.2) Net foreign exchange assets of RBI ;8/10/2007;929295.7773;8/10/2007;1163
RM2.3) Govt't currency liabilities to the public ;8/10/2007;8490.31;8/10/2007;1164
RM2.4) Net non-monetary liabilities of RBI ;8/10/2007;129906.37;8/10/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/10/2007;1383.28;8/10/2007;1162
RM1) Reserve Money (Liabilities/Components) ;8/10/2007;746027.0173;8/10/2007;1154
RM1.1) Currency in circulation -Total ;8/17/2007;512920.3;8/17/2007;1150
RM1.3) Bankers' deposits with RBI ;8/17/2007;214315.89;8/17/2007;1153
RM1.2) `Other' deposits with RBI ;8/17/2007;5010.0373;8/17/2007;1152
RM2.1.1) RBI's Claims on - Government (net);8/17/2007;-80205.83;8/17/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/17/2007;-80192.87;8/17/2007;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/17/2007;3775.81;8/17/2007;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/17/2007;2363.73;8/17/2007;1159
RM2.2) Net foreign exchange assets of RBI ;8/17/2007;938644.6473;8/17/2007;1163
RM2.3) Govt't currency liabilities to the public ;8/17/2007;8490.31;8/17/2007;1164
RM2.4) Net non-monetary liabilities of RBI ;8/17/2007;138458.71;8/17/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/17/2007;1412.08;8/17/2007;1162
RM1) Reserve Money (Liabilities/Components) ;8/17/2007;732246.2273;8/17/2007;1154
RM1.1) Currency in circulation -Total ;8/24/2007;508608.91;8/24/2007;1150
RM1.3) Bankers' deposits with RBI ;8/24/2007;234659.6;8/24/2007;1153
RM1.2) `Other' deposits with RBI ;8/24/2007;5098.4273;8/24/2007;1152
RM2.1.1) RBI's Claims on - Government (net);8/24/2007;-60101.39;8/24/2007;1156
RM2.1.1.1) RBI's Claims on - Central Govt;8/24/2007;-60479.42;8/24/2007;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/24/2007;1491.28;8/24/2007;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/24/2007;108;8/24/2007;1159
RM2.2) Net foreign exchange assets of RBI ;8/24/2007;939990.9273;8/24/2007;1163
RM2.3) Govt't currency liabilities to the public ;8/24/2007;8490.31;8/24/2007;1164
RM2.4) Net non-monetary liabilities of RBI ;8/24/2007;141504.19;8/24/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/24/2007;1383.28;8/24/2007;1162
RM1) Reserve Money (Liabilities/Components) ;8/24/2007;748366.9373;8/24/2007;1154
RM2.4) Net non-monetary liabilities of RBI ;8/31/2007;136389.43;8/31/2007;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/31/2007;1383.28;8/31/2007;1162
RM1) Reserve Money (Liabilities/Components) ;8/31/2007;746233.6673;8/31/2007;1154
RM1.1) Currency in circulation -Total ;8/31/2007;506688.28;8/31/2007;1150
RM1.1) Currency in circulation -Total ;5/29/2009;719551.07;5/29/2009;1150
RM1.3) Bankers' deposits with RBI ;5/29/2009;229423.41;5/29/2009;1153
RM1.2) `Other' deposits with RBI ;5/29/2009;6252.6702;5/29/2009;1152
RM2.1.1) RBI's Claims on - Government (net);5/29/2009;61128.32;5/29/2009;1156
RM2.1.1.1) RBI's Claims on - Central Govt;5/29/2009;61169.65;5/29/2009;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;5/29/2009;13696.89;5/29/2009;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);5/29/2009;420;5/29/2009;1159
RM2.2) Net foreign exchange assets of RBI ;5/29/2009;1235711.15;5/29/2009;1163
RM2.3) Govt't currency liabilities to the public ;5/29/2009;10211.6;5/29/2009;1164
RM2.4) Net non-monetary liabilities of RBI ;5/29/2009;365520.81;5/29/2009;1165
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/29/2009;13276.89;5/29/2009;1162
RM1) Reserve Money (Liabilities/Components) ;5/29/2009;955227.1502;5/29/2009;1154
RM1.1) Currency in circulation -Total ;6/12/2009;725336.8;6/12/2009;1150
RM1.3) Bankers' deposits with RBI ;6/12/2009;237456.43;6/12/2009;1153
RM1.2) `Other' deposits with RBI ;6/12/2009;4694.4702;6/12/2009;1152
