rm_item_desc;date;amount_rs_crore;prompts_time_1;sequence
RM1.3) Bankers' deposits with RBI ;5/15/2020;467495;5/15/2020;1153
RM1.2) `Other' deposits with RBI ;5/15/2020;38904.9221;5/15/2020;1152
RM2.1.1) RBI's Claims on - Government (net);5/15/2020;1307797;5/15/2020;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);5/15/2020;-471657;5/15/2020;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/15/2020;3336;5/15/2020;1162
RM2.2) Net foreign exchange assets of RBI ;5/15/2020;3665025.952;5/15/2020;1163
RM2.3) Govt't currency liabilities to the public ;5/15/2020;26359.1435;5/15/2020;1164
RM2.4) Net non-monetary liabilities of RBI ;5/15/2020;1435499.03;5/15/2020;1165
RM1) Reserve Money (Liabilities/Components) ;5/15/2020;3095362.066;5/15/2020;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;5/15/2020;-468321;5/15/2020;1158
RM2.1.1.1) RBI's Claims on - Central Govt;5/15/2020;1302024;5/15/2020;1157
RM1.1) Currency in circulation -Total ;8/21/2020;2688436.474;8/21/2020;1150
RM1.3) Bankers' deposits with RBI ;8/21/2020;464794;8/21/2020;1153
RM1.2) `Other' deposits with RBI ;8/21/2020;39768.5731;8/21/2020;1152
RM2.1.1) RBI's Claims on - Government (net);8/21/2020;994754;8/21/2020;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/21/2020;-358066;8/21/2020;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/21/2020;11613;8/21/2020;1162
RM2.2) Net foreign exchange assets of RBI ;8/21/2020;4007882.603;8/21/2020;1163
RM2.3) Govt't currency liabilities to the public ;8/21/2020;26429.4739;8/21/2020;1164
RM2.4) Net non-monetary liabilities of RBI ;8/21/2020;1489614.03;8/21/2020;1165
RM1) Reserve Money (Liabilities/Components) ;8/21/2020;3192999.047;8/21/2020;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/21/2020;-346453;8/21/2020;1158
RM2.1.1.1) RBI's Claims on - Central Govt;8/21/2020;988987;8/21/2020;1157
RM1.1) Currency in circulation -Total ;4/23/2021;2907159.721;4/23/2021;1150
RM1.3) Bankers' deposits with RBI ;4/23/2021;595371.83;4/23/2021;1153
RM1.2) `Other' deposits with RBI ;4/23/2021;45508.6983;4/23/2021;1152
RM2.1.1) RBI's Claims on - Government (net);4/23/2021;1144051.62;4/23/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);4/23/2021;-478902.43;4/23/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/23/2021;8671.52;4/23/2021;1162
RM2.2) Net foreign exchange assets of RBI ;4/23/2021;4361389.198;4/23/2021;1163
RM2.3) Govt't currency liabilities to the public ;4/23/2021;26912.611;4/23/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;4/23/2021;1514082.27;4/23/2021;1165
RM1) Reserve Money (Liabilities/Components) ;4/23/2021;3548040.249;4/23/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;4/23/2021;-470230.91;4/23/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;4/23/2021;1141730.82;4/23/2021;1157
RM1.1) Currency in circulation -Total ;12/3/2021;2984193.211;12/3/2021;1150
RM1.3) Bankers' deposits with RBI ;12/3/2021;732506.58;12/3/2021;1153
RM1.2) `Other' deposits with RBI ;12/3/2021;48234.55046;12/3/2021;1152
RM2.1.1) RBI's Claims on - Government (net);12/3/2021;1309945.96;12/3/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);12/3/2021;-832998.56;12/3/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;12/3/2021;2067.29;12/3/2021;1162
RM2.2) Net foreign exchange assets of RBI ;12/3/2021;4605629.67;12/3/2021;1163
RM2.3) Govt't currency liabilities to the public ;12/3/2021;27538.75103;12/3/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;12/3/2021;1347248.77;12/3/2021;1165
RM1) Reserve Money (Liabilities/Components) ;12/3/2021;3764934.341;12/3/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;12/3/2021;-830931.27;12/3/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;12/3/2021;1302230.35;12/3/2021;1157
RM1.1) Currency in circulation -Total ;5/21/2021;2964189.753;5/21/2021;1150
RM1.3) Bankers' deposits with RBI ;5/21/2021;649716.88;5/21/2021;1153
RM1.2) `Other' deposits with RBI ;5/21/2021;48451.1483;5/21/2021;1152
RM2.1.1) RBI's Claims on - Government (net);5/21/2021;1025198.78;5/21/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);5/21/2021;-357508.37;5/21/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/21/2021;1434.6;5/21/2021;1162
RM2.2) Net foreign exchange assets of RBI ;5/21/2021;4298742.788;5/21/2021;1163
RM2.3) Govt't currency liabilities to the public ;5/21/2021;26973.0331;5/21/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;5/21/2021;1332483.05;5/21/2021;1165
RM1) Reserve Money (Liabilities/Components) ;5/21/2021;3662357.781;5/21/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;5/21/2021;-356073.77;5/21/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;5/21/2021;1022585.02;5/21/2021;1157
RM1.1) Currency in circulation -Total ;7/23/2021;2968067.134;7/23/2021;1150
RM1.3) Bankers' deposits with RBI ;7/23/2021;673988.55;7/23/2021;1153
RM1.2) `Other' deposits with RBI ;7/23/2021;47265.2879;7/23/2021;1152
RM2.1.1) RBI's Claims on - Government (net);7/23/2021;1048408.59;7/23/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);7/23/2021;-551456.84;7/23/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/23/2021;8828.02;7/23/2021;1162
RM2.2) Net foreign exchange assets of RBI ;7/23/2021;4524878.488;7/23/2021;1163
RM2.3) Govt't currency liabilities to the public ;7/23/2021;27052.5137;7/23/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;7/23/2021;1368389.8;7/23/2021;1165
RM1) Reserve Money (Liabilities/Components) ;7/23/2021;3689320.972;7/23/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;7/23/2021;-542628.82;7/23/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;7/23/2021;1047270.36;7/23/2021;1157
RM1.1) Currency in circulation -Total ;8/27/2021;2943946.377;8/27/2021;1150
RM1.3) Bankers' deposits with RBI ;8/27/2021;689089.95;8/27/2021;1153
RM1.2) `Other' deposits with RBI ;8/27/2021;46155.8164;8/27/2021;1152
RM2.1.1) RBI's Claims on - Government (net);8/27/2021;1191232.06;8/27/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/27/2021;-745614.7;8/27/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/27/2021;8615.98;8/27/2021;1162
RM2.2) Net foreign exchange assets of RBI ;8/27/2021;4514458.616;8/27/2021;1163
RM2.3) Govt't currency liabilities to the public ;8/27/2021;27209.7366;8/27/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;8/27/2021;1316709.55;8/27/2021;1165
RM1) Reserve Money (Liabilities/Components) ;8/27/2021;3679192.143;8/27/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/27/2021;-736998.72;8/27/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;8/27/2021;1188194.04;8/27/2021;1157
RM1.1) Currency in circulation -Total ;10/26/2018;1961262.725;10/26/2018;1150
RM1.3) Bankers' deposits with RBI ;10/26/2018;508016;10/26/2018;1153
RM1.2) `Other' deposits with RBI ;10/26/2018;24578.4143;10/26/2018;1152
RM2.1.1) RBI's Claims on - Government (net);10/26/2018;651066;10/26/2018;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/26/2018;85849;10/26/2018;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/26/2018;9230;10/26/2018;1162
RM2.2) Net foreign exchange assets of RBI ;10/26/2018;2871271.444;10/26/2018;1163
RM2.3) Govt't currency liabilities to the public ;10/26/2018;25696.7247;10/26/2018;1164
RM2.4) Net non-monetary liabilities of RBI ;10/26/2018;1149256.03;10/26/2018;1165
RM1) Reserve Money (Liabilities/Components) ;10/26/2018;2493857.139;10/26/2018;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;10/26/2018;95079;10/26/2018;1158
RM2.1.1.1) RBI's Claims on - Central Govt;10/26/2018;649327;10/26/2018;1157
RM1.1) Currency in circulation -Total ;3/31/2019;2136770.336;3/31/2019;1150
RM1.3) Bankers' deposits with RBI ;3/31/2019;601969;3/31/2019;1153
RM1.2) `Other' deposits with RBI ;3/31/2019;31741.9179;3/31/2019;1152
RM2.1.1) RBI's Claims on - Government (net);3/31/2019;801951;3/31/2019;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);3/31/2019;137488;3/31/2019;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/31/2019;15363;3/31/2019;1162
RM2.2) Net foreign exchange assets of RBI ;3/31/2019;2848586.948;3/31/2019;1163
RM2.3) Govt't currency liabilities to the public ;3/31/2019;25887.3357;3/31/2019;1164
RM2.4) Net non-monetary liabilities of RBI ;3/31/2019;1058795.03;3/31/2019;1165
RM1) Reserve Money (Liabilities/Components) ;3/31/2019;2770481.254;3/31/2019;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;3/31/2019;152851;3/31/2019;1158
RM2.1.1.1) RBI's Claims on - Central Govt;3/31/2019;800473;3/31/2019;1157
RM1.1) Currency in circulation -Total ;4/19/2019;2188064.336;4/19/2019;1150
RM1.3) Bankers' deposits with RBI ;4/19/2019;577014;4/19/2019;1153
RM1.2) `Other' deposits with RBI ;4/19/2019;28169.2177;4/19/2019;1152
RM2.1.1) RBI's Claims on - Government (net);4/19/2019;868426;4/19/2019;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);4/19/2019;96959;4/19/2019;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/19/2019;9066;4/19/2019;1162
RM2.2) Net foreign exchange assets of RBI ;4/19/2019;2864532.248;4/19/2019;1163
RM2.3) Govt't currency liabilities to the public ;4/19/2019;25887.3357;4/19/2019;1164
RM2.4) Net non-monetary liabilities of RBI ;4/19/2019;1071623.03;4/19/2019;1165
RM1) Reserve Money (Liabilities/Components) ;4/19/2019;2793247.553;4/19/2019;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;4/19/2019;106025;4/19/2019;1158
RM2.1.1.1) RBI's Claims on - Central Govt;4/19/2019;863431;4/19/2019;1157
RM1.1) Currency in circulation -Total ;5/29/2020;2616539.865;5/29/2020;1150
RM1.3) Bankers' deposits with RBI ;5/29/2020;468973;5/29/2020;1153
RM1.2) `Other' deposits with RBI ;5/29/2020;46135.8442;5/29/2020;1152
RM2.1.1) RBI's Claims on - Government (net);5/29/2020;1179922;5/29/2020;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);5/29/2020;-329604;5/29/2020;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/29/2020;7316;5/29/2020;1162
RM2.2) Net foreign exchange assets of RBI ;5/29/2020;3708975.874;5/29/2020;1163
RM2.3) Govt't currency liabilities to the public ;5/29/2020;26386.8647;5/29/2020;1164
RM2.4) Net non-monetary liabilities of RBI ;5/29/2020;1461348.03;5/29/2020;1165
RM1) Reserve Money (Liabilities/Components) ;5/29/2020;3131648.709;5/29/2020;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;5/29/2020;-322288;5/29/2020;1158
RM2.1.1.1) RBI's Claims on - Central Govt;5/29/2020;1172777;5/29/2020;1157
RM1.1) Currency in circulation -Total ;10/22/2021;2944992.511;10/22/2021;1150
RM1.3) Bankers' deposits with RBI ;10/22/2021;685574.39;10/22/2021;1153
RM1.2) `Other' deposits with RBI ;10/22/2021;47165.17046;10/22/2021;1152
RM2.1.1) RBI's Claims on - Government (net);10/22/2021;1043103.16;10/22/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/22/2021;-651979.03;10/22/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/22/2021;1979.79;10/22/2021;1162
RM2.2) Net foreign exchange assets of RBI ;10/22/2021;4630457.5;10/22/2021;1163
RM2.3) Govt't currency liabilities to the public ;10/22/2021;27292.6309;10/22/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;10/22/2021;1373121.98;10/22/2021;1165
RM1) Reserve Money (Liabilities/Components) ;10/22/2021;3677732.071;10/22/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;10/22/2021;-649999.24;10/22/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;10/22/2021;1038344.08;10/22/2021;1157
RM1.1) Currency in circulation -Total ;1/1/2021;2770377.287;1/1/2021;1150
RM1.3) Bankers' deposits with RBI ;1/1/2021;509365.32;1/1/2021;1153
RM1.2) `Other' deposits with RBI ;1/1/2021;42409.8572;1/1/2021;1152
RM2.1.1) RBI's Claims on - Government (net);1/1/2021;1102052.66;1/1/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);1/1/2021;-630217.14;1/1/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;1/1/2021;11495.66;1/1/2021;1162
RM2.2) Net foreign exchange assets of RBI ;1/1/2021;4269569.467;1/1/2021;1163
RM2.3) Govt't currency liabilities to the public ;1/1/2021;26680.8071;1/1/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;1/1/2021;1457428.99;1/1/2021;1165
RM1) Reserve Money (Liabilities/Components) ;1/1/2021;3322152.464;1/1/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;1/1/2021;-618721.48;1/1/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;1/1/2021;1096526.22;1/1/2021;1157
RM1.1) Currency in circulation -Total ;3/12/2021;2861281.659;3/12/2021;1150
RM1.3) Bankers' deposits with RBI ;3/12/2021;496453.83;3/12/2021;1153
RM1.2) `Other' deposits with RBI ;3/12/2021;45795.8483;3/12/2021;1152
RM2.1.1) RBI's Claims on - Government (net);3/12/2021;1070490.3;3/12/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);3/12/2021;-565257.38;3/12/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/12/2021;8511.07;3/12/2021;1162
RM2.2) Net foreign exchange assets of RBI ;3/12/2021;4216468.508;3/12/2021;1163
RM2.3) Govt't currency liabilities to the public ;3/12/2021;26819.399;3/12/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;3/12/2021;1353500.56;3/12/2021;1165
RM1) Reserve Money (Liabilities/Components) ;3/12/2021;3403531.337;3/12/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;3/12/2021;-556746.31;3/12/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;3/12/2021;1062010.71;3/12/2021;1157
RM1.1) Currency in circulation -Total ;11/12/2021;2993086.973;11/12/2021;1150
RM1.3) Bankers' deposits with RBI ;11/12/2021;680964.91;11/12/2021;1153
RM1.2) `Other' deposits with RBI ;11/12/2021;47888.27046;11/12/2021;1152
RM2.1.1) RBI's Claims on - Government (net);11/12/2021;1243978.82;11/12/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/12/2021;-814366.54;11/12/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/12/2021;2140.29;11/12/2021;1162
RM2.2) Net foreign exchange assets of RBI ;11/12/2021;4591671.97;11/12/2021;1163
RM1.1) Currency in circulation -Total ;11/30/2018;1995899.065;11/30/2018;1150
RM1.3) Bankers' deposits with RBI ;11/30/2018;535315;11/30/2018;1153
RM1.2) `Other' deposits with RBI ;11/30/2018;25659.0713;11/30/2018;1152
RM2.1.1) RBI's Claims on - Government (net);11/30/2018;785769;11/30/2018;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/30/2018;38967;11/30/2018;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/30/2018;8978;11/30/2018;1162
RM2.2) Net foreign exchange assets of RBI ;11/30/2018;2738645.101;11/30/2018;1163
RM2.3) Govt't currency liabilities to the public ;11/30/2018;25786.0647;11/30/2018;1164
RM2.4) Net non-monetary liabilities of RBI ;11/30/2018;1041272.03;11/30/2018;1165
RM1) Reserve Money (Liabilities/Components) ;11/30/2018;2556873.136;11/30/2018;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/30/2018;47945;11/30/2018;1158
RM2.1.1.1) RBI's Claims on - Central Govt;11/30/2018;785093;11/30/2018;1157
RM1.1) Currency in circulation -Total ;3/13/2020;2399982.555;3/13/2020;1150
RM1.3) Bankers' deposits with RBI ;3/13/2020;592829;3/13/2020;1153
RM1.2) `Other' deposits with RBI ;3/13/2020;36175.17169;3/13/2020;1152
RM2.1.1) RBI's Claims on - Government (net);3/13/2020;1023925;3/13/2020;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);3/13/2020;-268611;3/13/2020;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/13/2020;3730;3/13/2020;1162
RM2.2) Net foreign exchange assets of RBI ;3/13/2020;3552965.202;3/13/2020;1163
RM2.3) Govt't currency liabilities to the public ;3/13/2020;26314.55483;3/13/2020;1164
RM2.4) Net non-monetary liabilities of RBI ;3/13/2020;1309337.03;3/13/2020;1165
RM1) Reserve Money (Liabilities/Components) ;3/13/2020;3028986.727;3/13/2020;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;3/13/2020;-264881;3/13/2020;1158
RM2.1.1.1) RBI's Claims on - Central Govt;3/13/2020;1017813;3/13/2020;1157
RM1.1) Currency in circulation -Total ;10/2/2020;2680043.409;10/2/2020;1150
RM1.3) Bankers' deposits with RBI ;10/2/2020;490054;10/2/2020;1153
RM1.2) `Other' deposits with RBI ;10/2/2020;44460.5731;10/2/2020;1152
RM2.1.1) RBI's Claims on - Government (net);10/2/2020;947103;10/2/2020;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/2/2020;-380786;10/2/2020;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/2/2020;14794;10/2/2020;1162
RM2.2) Net foreign exchange assets of RBI ;10/2/2020;3986638.603;10/2/2020;1163
RM2.3) Govt't currency liabilities to the public ;10/2/2020;26481.4085;10/2/2020;1164
RM2.4) Net non-monetary liabilities of RBI ;10/2/2020;1379673.03;10/2/2020;1165
RM1) Reserve Money (Liabilities/Components) ;10/2/2020;3214557.982;10/2/2020;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;10/2/2020;-365992;10/2/2020;1158
RM2.1.1.1) RBI's Claims on - Central Govt;10/2/2020;933976;10/2/2020;1157
RM1.1) Currency in circulation -Total ;2/12/2021;2840949.987;2/12/2021;1150
RM1.3) Bankers' deposits with RBI ;2/12/2021;499835.03;2/12/2021;1153
RM1.2) `Other' deposits with RBI ;2/12/2021;43283.5315;2/12/2021;1152
RM2.1.1) RBI's Claims on - Government (net);2/12/2021;1139637.73;2/12/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);2/12/2021;-615459.55;2/12/2021;1159
RM2.2) Net foreign exchange assets of RBI ;2/12/2021;4242129.222;2/12/2021;1163
RM2.3) Govt't currency liabilities to the public ;2/12/2021;26746.8772;2/12/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;2/12/2021;1417401.09;2/12/2021;1165
RM1) Reserve Money (Liabilities/Components) ;2/12/2021;3384068.549;2/12/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;2/12/2021;-607044.19;2/12/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;2/12/2021;1128761.86;2/12/2021;1157
RM1.1) Currency in circulation -Total ;10/29/2021;2945130;10/29/2021;1150
RM1.3) Bankers' deposits with RBI ;10/29/2021;710774.52;10/29/2021;1153
RM1.2) `Other' deposits with RBI ;10/29/2021;47546.35;10/29/2021;1152
RM2.1.1) RBI's Claims on - Government (net);10/29/2021;1108510.08;10/29/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/29/2021;-696020.03;10/29/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/29/2021;2136.79;10/29/2021;1162
RM2.2) Net foreign exchange assets of RBI ;10/29/2021;4635085.62;10/29/2021;1163
RM2.3) Govt't currency liabilities to the public ;10/29/2021;27441.06;10/29/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;10/29/2021;1373702.65;10/29/2021;1165
RM1) Reserve Money (Liabilities/Components) ;10/29/2021;3703450.87;10/29/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;10/29/2021;-693883.24;10/29/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;10/29/2021;1106586.66;10/29/2021;1157
RM1.1) Currency in circulation -Total ;11/26/2021;2983295.351;11/26/2021;1150
RM1.3) Bankers' deposits with RBI ;11/26/2021;704368.37;11/26/2021;1153
RM1.2) `Other' deposits with RBI ;11/26/2021;48443.08046;11/26/2021;1152
RM2.1.1) RBI's Claims on - Government (net);11/26/2021;1177311.7;11/26/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/26/2021;-726052.98;11/26/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/26/2021;2135.29;11/26/2021;1162
RM2.2) Net foreign exchange assets of RBI ;11/26/2021;4597066.71;11/26/2021;1163
RM2.3) Govt't currency liabilities to the public ;11/26/2021;27538.75103;11/26/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;11/26/2021;1341892.67;11/26/2021;1165
RM1) Reserve Money (Liabilities/Components) ;11/26/2021;3736106.801;11/26/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/26/2021;-723917.69;11/26/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;11/26/2021;1176894.61;11/26/2021;1157
RM1.1) Currency in circulation -Total ;4/30/2021;2914856.593;4/30/2021;1150
RM1.3) Bankers' deposits with RBI ;4/30/2021;621624.42;4/30/2021;1153
RM1.2) `Other' deposits with RBI ;4/30/2021;49018.9383;4/30/2021;1152
RM2.1.1) RBI's Claims on - Government (net);4/30/2021;1187599.46;4/30/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);4/30/2021;-512011.74;4/30/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/30/2021;8686.07;4/30/2021;1162
RM2.2) Net foreign exchange assets of RBI ;4/30/2021;4335868.588;4/30/2021;1163
RM2.3) Govt't currency liabilities to the public ;4/30/2021;26973.0331;4/30/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;4/30/2021;1461615.46;4/30/2021;1165
RM1) Reserve Money (Liabilities/Components) ;4/30/2021;3585499.951;4/30/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;4/30/2021;-503325.67;4/30/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;4/30/2021;1183136.38;4/30/2021;1157
RM2.3) Govt't currency liabilities to the public ;6/4/2021;26995.231;6/4/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;6/4/2021;1328980.44;6/4/2021;1165
RM1) Reserve Money (Liabilities/Components) ;6/4/2021;3738137.729;6/4/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;6/4/2021;-465335.99;6/4/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;6/4/2021;1097128.43;6/4/2021;1157
RM1.1) Currency in circulation -Total ;6/25/2021;2980028.804;6/25/2021;1150
RM1.3) Bankers' deposits with RBI ;6/25/2021;668838.36;6/25/2021;1153
RM1.2) `Other' deposits with RBI ;6/25/2021;50120.1883;6/25/2021;1152
RM2.1.1) RBI's Claims on - Government (net);6/25/2021;1017176.76;6/25/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);6/25/2021;-452720.59;6/25/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/25/2021;6048.4;6/25/2021;1162
RM2.2) Net foreign exchange assets of RBI ;6/25/2021;4467939.628;6/25/2021;1163
RM2.3) Govt't currency liabilities to the public ;6/25/2021;27052.5137;6/25/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;6/25/2021;1366509.36;6/25/2021;1165
RM1) Reserve Money (Liabilities/Components) ;6/25/2021;3698987.352;6/25/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;6/25/2021;-446672.19;6/25/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;6/25/2021;1010693.1;6/25/2021;1157
RM1.1) Currency in circulation -Total ;7/2/2021;2973280.234;7/2/2021;1150
RM1.3) Bankers' deposits with RBI ;7/2/2021;704486.94;7/2/2021;1153
RM1.2) `Other' deposits with RBI ;7/2/2021;48742.4479;7/2/2021;1152
RM2.1.1) RBI's Claims on - Government (net);7/2/2021;1108632.6;7/2/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);7/2/2021;-566298.84;7/2/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/2/2021;9632.04;7/2/2021;1162
RM2.2) Net foreign exchange assets of RBI ;7/2/2021;4530861.408;7/2/2021;1163
RM2.3) Govt't currency liabilities to the public ;7/2/2021;27052.5137;7/2/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;7/2/2021;1383370.1;7/2/2021;1165
RM1) Reserve Money (Liabilities/Components) ;7/2/2021;3726509.622;7/2/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;7/2/2021;-556666.8;7/2/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;7/2/2021;1097424.03;7/2/2021;1157
RM2.3) Govt't currency liabilities to the public ;11/12/2021;27441.06317;11/12/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;11/12/2021;1328925.45;11/12/2021;1165
RM1) Reserve Money (Liabilities/Components) ;11/12/2021;3721940.154;11/12/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/12/2021;-812226.25;11/12/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;11/12/2021;1233671.09;11/12/2021;1157
RM1.1) Currency in circulation -Total ;11/19/2021;2988471.283;11/19/2021;1150
RM1.3) Bankers' deposits with RBI ;11/19/2021;731561.8;11/19/2021;1153
RM1.2) `Other' deposits with RBI ;11/19/2021;47861.30046;11/19/2021;1152
RM2.1.1) RBI's Claims on - Government (net);11/19/2021;1193963.9;11/19/2021;1156
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/19/2021;-716271.54;11/19/2021;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/19/2021;4634.29;11/19/2021;1162
RM2.2) Net foreign exchange assets of RBI ;11/19/2021;4586034.47;11/19/2021;1163
RM2.3) Govt't currency liabilities to the public ;11/19/2021;27441.06317;11/19/2021;1164
RM2.4) Net non-monetary liabilities of RBI ;11/19/2021;1327907.8;11/19/2021;1165
RM1) Reserve Money (Liabilities/Components) ;11/19/2021;3767894.384;11/19/2021;1154
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/19/2021;-711637.25;11/19/2021;1158
RM2.1.1.1) RBI's Claims on - Central Govt;11/19/2021;1185375.62;11/19/2021;1157
RM1.1) Currency in circulation -Total ;7/27/2018;1922498.901;7/27/2018;1150
